Wavelength,Intensity
557.302452,3
556.291199,4
555.287605,4
554.291652,5
553.303319,5
552.322588,5
551.349439,4
550.383852,4
549.425809,3
548.47529,3
547.532276,3
546.596747,4
545.668684,4
544.748068,4
543.834879,4
542.929098,5
542.030706,5
541.139683,5
540.256009,4
539.379667,4
538.510635,4
537.648895,4
536.794428,4
535.947214,4
535.107234,4
534.274468,5
533.448898,4
532.630503,4
531.819264,3
531.015163,3
530.218179,3
529.428294,3
528.645487,4
527.869741,5
527.101034,5
526.339349,5
525.584665,5
524.836963,4
524.096225,4
523.36243,4
522.635559,4
521.915593,4
521.202512,4
520.496298,4
519.79693,4
519.10439,5
518.418658,5
517.739715,5
517.067541,5
516.402118,5
515.743425,5
515.091443,6
514.446154,7
513.807537,8
513.175573,8
512.550244,7
511.931529,6
511.319409,5
510.713865,4
510.114878,4
509.522428,4
508.936496,4
508.357062,5
507.784108,5
507.217613,4
506.657559,4
506.103926,5
505.556695,5
505.015847,5
504.481361,5
503.953219,5
503.431402,5
502.915889,5
502.406662,5
501.903702,5
501.406988,6
500.916503,6
500.432225,6
499.954136,6
499.482217,5
499.016449,4
498.556811,3
498.103284,4
497.65585,5
497.214489,7
496.779181,8
496.349908,8
495.926649,7
495.509385,6
495.098098,5
494.692768,4
494.293374,4
493.899899,4
493.512323,5
493.130626,5
492.754789,6
492.384792,6
492.020617,6
491.662244,6
491.309654,5
490.962826,5
490.621743,5
490.286384,4
489.956731,4
489.632763,4
489.314462,5
489.001808,6
488.694781,7
488.393364,6
488.097535,6
487.807276,5
487.522567,4
487.24339,4
486.969724,5
486.701551,7
486.438851,9
486.181604,9
485.929792,9
485.683394,9
485.442392,8
485.206767,6
484.976498,6
484.751567,5
484.531954,5
484.317641,4
484.108606,4
483.904832,4
483.706299,5
483.512987,5
483.324877,5
483.14195,5
482.964186,6
482.791567,5
482.624072,4
482.461683,4
482.304379,4
482.152143,5
482.004953,6
481.862792,6
481.725639,7
481.593476,6
481.466282,6
481.344039,6
481.226728,6
481.114328,6
481.00682,6
480.904186,5
480.806406,4
480.71346,4
480.62533,4
480.541995,5
480.463437,5
480.389635,5
480.320572,4
480.256227,4
480.196581,4
480.141614,4
480.091308,5
480.045643,6
480.0046,7
479.968158,6
479.9363,6
479.909006,6
479.886255,6
479.86803,6
479.85431,6
479.845076,6
479.84031,5
479.83999,5
479.844099,4
479.852617,4
479.865524,3
479.882801,3
479.904429,5
479.930389,6
479.96066,7
479.995224,8
480.034062,7
480.077153,6
480.124479,5
480.176021,5
480.231758,5
480.291672,6
480.355744,6
480.423953,7
480.496281,7
480.572708,7
480.653215,7
480.737782,7
480.826391,7
480.919021,7
481.015654,7
481.11627,8
481.22085,9
481.329374,9
481.441823,8
481.558178,8
481.67842,7
481.802528,6
481.930484,6
482.062269,6
482.197862,7
482.337245,7
482.480398,5
482.627303,4
482.777938,4
482.932286,4
483.090327,4
483.252042,5
483.41741,6
483.586414,7
483.759033,7
483.935248,8
484.11504,8
484.298389,8
484.485276,8
484.675682,8
484.869588,7
485.066973,7
485.26782,8
485.472107,8
485.679817,8
485.890929,8
486.105425,7
486.323284,6
486.544488,7
486.769017,8
486.996853,8
487.227974,8
487.462363,8
487.7,7
487.940865,7
488.18494,8
488.432204,9
488.682639,10
488.936224,10
489.192942,10
489.452772,9
489.715695,8
489.981692,8
490.250743,8
490.522829,8
490.79793,8
491.076028,7
491.357103,8
491.641136,8
491.928107,9
492.217996,10
492.510786,10
492.806455,11
493.104986,11
493.406358,10
493.710552,10
494.017548,10
494.327329,10
494.639873,11
494.955162,12
495.273177,12
495.593898,13
495.917305,13
496.24338,12
496.572103,12
496.903454,11
497.237415,11
497.573966,11
497.913087,10
498.25476,10
498.598965,9
498.945682,9
499.294892,10
499.646576,11
500.000715,11
500.357289,12
500.716279,11
501.077665,11
501.441429,11
501.80755,12
502.176009,13
502.546788,15
502.919867,16
503.295225,16
503.672845,16
504.052707,16
504.434791,16
504.819077,15
505.205548,14
505.594183,14
505.984962,13
506.377868,13
506.772879,13
507.169978,13
507.569144,13
507.970358,13
508.373601,14
508.778853,16
509.186096,17
509.59531,18
510.006474,18
510.419571,16
510.834581,13
511.251484,12
511.670261,14
512.090893,15
512.513361,16
512.937644,14
513.363724,12
513.791581,11
514.221196,9
514.65255,10
515.085623,12
515.520396,14
515.956849,15
516.394964,14
516.83472,13
517.276099,13
517.719081,13
518.163647,12
518.609778,12
519.057453,11
519.506655,10
519.957362,10
520.409557,10
520.86322,10
521.31833,12
521.77487,13
522.23282,13
522.69216,12
523.152871,12
523.614933,12
524.078328,12
524.543035,12
525.009036,12
525.476312,11
525.944842,11
526.414608,10
526.88559,11
527.357769,12
527.831125,14
528.305639,14
528.781293,14
529.258065,14
529.735938,14
530.214891,15
530.694906,16
531.175963,16
531.658042,16
532.141125,15
532.625192,16
533.110223,17
533.5962,18
534.083103,18
534.570912,17
535.059608,14
535.549173,11
536.039586,11
536.530828,11
537.02288,13
537.515722,14
538.009335,15
538.503701,16
538.998798,17
539.494609,17
539.991114,17
540.488293,17
540.986127,16
541.484597,15
541.983683,16
542.483366,15
542.983626,16
543.484445,15
543.985803,15
544.487681,14
544.990059,13
545.492917,13
545.996238,14
546.5,15
547.004185,16
547.508774,17
548.013747,16
548.519085,15
549.024768,12
549.530777,11
550.037093,11
550.543697,10
551.050568,10
551.557688,10
552.065038,12
552.572598,12
553.080348,12
553.588269,12
554.096343,12
554.604549,12
555.112868,12
555.621282,12
556.12977,14
556.638313,15
557.146892,14
557.655487,13
558.16408,11
558.67265,12
559.181179,12
559.689647,11
560.198035,11
560.706323,12
561.214492,11
561.722523,10
562.230397,9
562.738093,8
563.245593,8
563.752878,8
564.259927,9
564.766722,10
565.273243,11
565.779472,10
566.285387,9
566.790971,9
567.296204,10
567.801067,10
568.305539,11
568.809603,11
569.313238,9
569.816425,8
570.319145,7
570.821378,7
571.323105,8
571.824307,9
572.324965,8
572.825058,9
573.324568,9
573.823476,9
574.321762,8
574.819406,8
575.316389,8
575.812693,8
576.308297,7
576.803182,8
577.297329,8
577.790719,8
578.283331,8
578.775148,7
579.266149,6
579.756316,6
580.245628,6
580.734066,6
581.221612,6
581.708246,6
582.193947,7
582.678698,7
583.162479,7
583.64527,7
584.127052,7
584.607805,6
585.087511,6
585.56615,6
586.043703,5
586.520149,6
586.995471,6
587.469648,7
587.942662,8
588.414492,9
588.88512,9
589.354526,8
589.82269,6
590.289595,5
590.755219,4
591.219544,5
591.682551,5
592.144219,5
592.60453,6
593.063465,6
593.521004,5
593.977127,5
594.431816,5
594.88505,6
595.336811,6
595.78708,6
596.235836,6
596.683061,5
597.128736,4
597.57284,4
598.015354,4
598.45626,4
598.895538,5
599.333168,5
599.769131,6
600.203408,6
600.63598,5
601.066826,4
601.495928,4
601.923267,4
602.348823,4
602.772576,3
603.194508,4
603.614598,4
604.032829,5
604.449179,6
604.863631,6
605.276164,6
605.686759,5
606.095397,4
606.502059,3
606.906725,4
607.309376,5
607.709992,5
608.108555,5
608.505044,5
608.89944,5
609.291725,4
609.681879,4
610.069881,4
610.455714,3
610.839358,2
611.220793,2
611.6,3
611.97696,4
612.351653,5
612.724059,4
613.094161,4
613.461938,4
613.82737,4
614.190439,5
614.551126,6
614.90941,6
615.265273,5
615.618695,4
615.969656,3
616.318138,2
616.664122,3
617.007587,4
617.348514,5
617.686885,5
618.022679,5
618.355877,5
618.686461,5
619.01441,3
619.339706,3
619.662328,2
619.982258,3
620.299477,3
620.613964,4
620.925701,4
621.234668,5
621.540846,5
621.844216,4
622.144757,4
622.442452,4
622.73728,3
623.029222,3
623.318258,3
623.604371,4
623.887539,4
624.167744,4
624.444967,3
624.719187,3
624.990386,3
625.258545,3
625.523643,3
625.785662,3
626.044582,3
626.300385,2
626.55305,3
626.802558,4
627.04889,4
627.292026,4
627.531948,5
627.768635,4
628.002069,4
628.23223,3
628.459099,3
628.682657,4
628.902883,4
629.119759,3
629.333266,3
629.543384,3
629.750093,3
629.953374,4
630.153209,4
630.349577,4
630.54246,4
630.731838,4
630.917691,3
631.1,3
631.278746,4
631.45391,5
631.625472,5
631.793413,6
631.957713,6
632.118354,5
632.275315,4
632.428578,4
632.578123,3
632.72393,3
632.865981,3
633.004256,3
633.138736,3
633.269401,4
633.396232,4
633.51921,3
633.638315,3
633.753528,3
633.86483,3
633.972201,3
634.075622,4
634.175073,5
634.270536,5
634.36199,5
634.449417,4
634.532797,4
634.612111,4
634.68734,4
634.758463,4
634.825463,3
634.888318,3
634.947011,3
635.001522,4
635.05183,4
635.097918,5
635.139766,6
635.177354,6
635.210663,5
635.239673,4
635.264366,4
635.284722,4
635.300721,4
635.312344,4
635.319573,3
635.322387,3
635.320767,4
635.314694,4
635.304148,5
635.289111,5
635.269562,4
635.245483,3
635.216853,3
635.183655,4
635.145868,5
635.103473,6
635.05645,5
635.004781,5
634.948446,4
634.887426,4
634.821701,4
634.751252,5
634.676059,5
634.596104,5
634.511366,4
634.421827,4
634.327468,5
634.228268,4
634.124208,4
634.01527,4
633.901434,5
633.78268,5
633.658989,5
633.530342,6
633.396719,6
633.258101,5
633.114469,5
632.965803,5
632.812085,5
632.653294,4
632.489411,4
632.320417,4
632.146293,4
631.967019,5
631.782576,6
631.592945,7
631.398106,7
631.198039,7
630.992726,6
630.782148,6
630.566284,5
630.345115,5
630.118623,6
629.886787,6
629.649589,7
629.407009,8
629.159028,8
628.905626,8
628.646784,7
628.382483,6
628.112702,6
627.837424,5
627.556629,6
627.270297,5
626.978409,5
626.680945,4
626.377886,4
626.069214,5
625.754908,6
625.434949,7
625.109318,8
624.777995,7
624.440962,6
624.098198,6
623.749685,6
623.395403,7
623.035332,7
622.669454,8
622.297749,8
621.920198,7
621.536781,5
621.147479,5
620.752272,5
620.351142,6
619.944069,7
619.531033,7
619.112016,7
618.686997,7
618.255958,8
617.818879,9
617.375741,9
616.926525,10
616.471211,10
616.009779,9
615.542211,7
615.068487,6
614.588588,6
614.102494,7
613.610186,8
613.111645,9
612.606851,9
612.095785,8
611.578428,7
611.05476,7
610.524762,7
609.988415,8
609.445699,8
608.896595,7
608.341083,7
607.779145,7
607.21076,7
606.63591,8
606.054575,9
605.466736,10
604.872374,10
604.271468,10
603.664,8
603.049951,7
602.429301,7
601.80203,8
601.16812,8
600.52755,8
599.880303,8
599.226358,8
598.565695,7
597.898297,7
597.224142,6
596.543213,7
595.855489,8
595.160951,8
594.45958,9
593.751357,9
593.036261,9
592.314275,8
591.585378,7
590.849551,8
590.106775,8
589.357031,8
588.600298,9
587.836558,8
587.065792,7
586.28798,7
585.503102,6
584.711139,6
583.912073,7
583.105883,7
582.292551,7
581.472056,7
580.64438,7
579.809503,6
578.967406,6
578.11807,7
577.261475,7
576.397601,8
575.52643,9
574.647943,9
573.762119,9
572.868939,9
571.968385,9
571.060436,8
570.145074,7
569.222278,6
568.292031,5
567.354311,6
566.409101,6
565.45638,7
564.49613,7
563.528331,7
562.552963,7
561.570007,7
560.579445,7
559.581255,8
558.57542,8
557.56192,8
556.540736,6
555.511847,5
554.475236,6
553.430881,7
552.378765,8
