Wavelength,Intensity
557.302452,20
556.291199,19
555.287605,17
554.291652,16
553.303319,16
552.322588,14
551.349439,14
550.383852,13
549.425809,12
548.47529,12
547.532276,12
546.596747,12
545.668684,12
544.748068,12
543.834879,13
542.929098,13
542.030706,14
541.139683,14
540.256009,13
539.379667,12
538.510635,11
537.648895,10
536.794428,12
535.947214,13
535.107234,14
534.274468,13
533.448898,11
532.630503,9
531.819264,7
531.015163,7
530.218179,7
529.428294,8
528.645487,9
527.869741,9
527.101034,9
526.339349,8
525.584665,8
524.836963,8
524.096225,8
523.36243,7
522.635559,6
521.915593,6
521.202512,6
520.496298,7
519.79693,9
519.10439,10
518.418658,9
517.739715,9
517.067541,8
516.402118,8
515.743425,7
515.091443,6
514.446154,5
513.807537,4
513.175573,5
512.550244,7
511.931529,8
511.319409,9
510.713865,9
510.114878,8
509.522428,5
508.936496,4
508.357062,4
507.784108,6
507.217613,8
506.657559,9
506.103926,8
505.556695,7
505.015847,6
504.481361,5
503.953219,5
503.431402,5
502.915889,5
502.406662,5
501.903702,4
501.406988,4
500.916503,5
500.432225,5
499.954136,6
499.482217,6
499.016449,7
498.556811,6
498.103284,6
497.65585,5
497.214489,5
496.779181,5
496.349908,5
495.926649,5
495.509385,5
495.098098,6
494.692768,5
494.293374,5
493.899899,5
493.512323,5
493.130626,6
492.754789,6
492.384792,6
492.020617,6
491.662244,5
491.309654,5
490.962826,3
490.621743,3
490.286384,3
489.956731,4
489.632763,5
489.314462,5
489.001808,5
488.694781,4
488.393364,3
488.097535,3
487.807276,3
487.522567,4
487.24339,4
486.969724,5
486.701551,6
486.438851,6
486.181604,6
485.929792,6
485.683394,5
485.442392,5
485.206767,4
484.976498,4
484.751567,4
484.531954,4
484.317641,5
484.108606,6
483.904832,6
483.706299,6
483.512987,6
483.324877,5
483.14195,4
482.964186,4
482.791567,5
482.624072,6
482.461683,7
482.304379,8
482.152143,7
482.004953,6
481.862792,6
481.725639,6
481.593476,6
481.466282,7
481.344039,7
481.226728,7
481.114328,6
481.00682,6
480.904186,7
480.806406,8
480.71346,9
480.62533,8
480.541995,8
480.463437,8
480.389635,7
480.320572,7
480.256227,7
480.196581,7
480.141614,7
480.091308,6
480.045643,6
480.0046,6
479.968158,6
479.9363,6
479.909006,5
479.886255,5
479.86803,6
479.85431,6
479.845076,8
479.84031,10
479.83999,10
479.844099,10
479.852617,11
479.865524,11
479.882801,11
479.904429,12
479.930389,12
479.96066,13
479.995224,12
480.034062,13
480.077153,12
480.124479,13
480.176021,13
480.231758,13
480.291672,13
480.355744,14
480.423953,15
480.496281,16
480.572708,16
480.653215,15
480.737782,15
480.826391,14
480.919021,14
481.015654,16
481.11627,16
481.22085,16
481.329374,15
481.441823,15
481.558178,14
481.67842,15
481.802528,17
481.930484,17
482.062269,17
482.197862,18
482.337245,18
482.480398,18
482.627303,19
482.777938,21
482.932286,21
483.090327,22
483.252042,22
483.41741,22
483.586414,22
483.759033,23
483.935248,24
484.11504,25
484.298389,26
484.485276,27
484.675682,26
484.869588,26
485.066973,26
485.26782,26
485.472107,27
485.679817,27
485.890929,26
486.105425,27
486.323284,28
486.544488,29
486.769017,30
486.996853,30
487.227974,31
487.462363,30
487.7,28
487.940865,27
488.18494,27
488.432204,28
488.682639,30
488.936224,31
489.192942,31
489.452772,30
489.715695,29
489.981692,28
490.250743,27
490.522829,28
490.79793,28
491.076028,28
491.357103,28
491.641136,28
491.928107,28
492.217996,28
492.510786,29
492.806455,30
493.104986,31
493.406358,30
493.710552,29
494.017548,29
494.327329,28
494.639873,28
494.955162,28
495.273177,30
495.593898,31
495.917305,31
496.24338,29
